text,label
Life is beautiful and I'm enjoying every moment. #908819,joy
Every little sound makes me jump. #857826,fear
This is absolutely infuriating! #765569,anger
My heart aches with sorrow. #788582,sadness
I feel sick just thinking about it. #964613,disgust
This gives me chills down my spine. #922175,fear
Tears keep falling from my eyes. #584738,sadness
I'm terrified of what might happen. #828859,fear
This is so gross I can't handle it. #417636,disgust
Every little sound makes me jump. #84362,fear
I'm bursting with happiness! #554926,joy
Nothing seems to matter anymore. #498823,sadness
I'm so scared right now. #704462,fear
I feel sick just thinking about it. #226696,disgust
This is the best day of my life. #756310,joy
Every little sound makes me jump. #523920,fear
That totally caught me off guard. #750878,surprise
Every little sound makes me jump. #539384,fear
Nothing seems to matter anymore. #901275,sadness
I’m shocked and amazed! #898287,surprise
It's incredibly disturbing. #184170,disgust
I feel empty inside. #274169,sadness
How could they do this to me? #511819,anger
How could they do this to me? #811609,anger
This is so gross I can't handle it. #152421,disgust
That was utterly revolting. #751308,disgust
My heart aches with sorrow. #527518,sadness
I can't stop smiling. #569804,joy
I feel sick just thinking about it. #944692,disgust
I can't sleep because of the fear. #264643,fear
I miss the good times we had. #161773,sadness
My heart aches with sorrow. #459705,sadness
I feel empty inside. #895695,sadness
I feel sick just thinking about it. #394046,disgust
I’m shocked and amazed! #670336,surprise
How could they do this to me? #596007,anger
I can't stop smiling. #599007,joy
I can't believe this happened! #541447,anger
I'm so thrilled about the news. #512317,joy
My heart aches with sorrow. #575863,sadness
Every little sound makes me jump. #780938,fear
I feel sick just thinking about it. #887974,disgust
I can't believe this happened! #985803,anger
I feel empty inside. #108032,sadness
I feel sick just thinking about it. #259802,disgust
I'm disgusted by what I saw. #901755,disgust
I feel empty inside. #517431,sadness
Nothing seems to matter anymore. #576476,sadness
I feel empty inside. #898931,sadness
This makes my blood boil. #18474,anger
I'm disgusted by what I saw. #409975,disgust
"Unbelievable, but true! #481056",surprise
That was utterly revolting. #287461,disgust
I can't stop smiling. #856626,joy
That was utterly revolting. #689239,disgust
This is so gross I can't handle it. #890326,disgust
This is so gross I can't handle it. #889350,disgust
Every little sound makes me jump. #588184,fear
Tears keep falling from my eyes. #839189,sadness
I feel empty inside. #856834,sadness
I'm disgusted by what I saw. #336048,disgust
Nothing seems to matter anymore. #967891,sadness
I'm so thrilled about the news. #287888,joy
What a pleasant surprise! #287440,surprise
Tears keep falling from my eyes. #199061,sadness
This is absolutely infuriating! #408571,anger
This is absolutely infuriating! #266150,anger
I can't sleep because of the fear. #660563,fear
I can't sleep because of the fear. #962932,fear
I can't believe this happened! #766159,anger
I'm disgusted by what I saw. #327274,disgust
Every little sound makes me jump. #289520,fear
I'm disgusted by what I saw. #20281,disgust
What a pleasant surprise! #646268,surprise
That totally caught me off guard. #601665,surprise
Tears keep falling from my eyes. #905535,sadness
I feel sick just thinking about it. #657811,disgust
My heart aches with sorrow. #73338,sadness
"Unbelievable, but true! #649429",surprise
Every little sound makes me jump. #329666,fear
That was utterly revolting. #573526,disgust
That totally caught me off guard. #760012,surprise
I feel sick just thinking about it. #593391,disgust
I'm terrified of what might happen. #134711,fear
I did not see that coming! #250431,surprise
I miss the good times we had. #262229,sadness
I'm disgusted by what I saw. #898736,disgust
How could they do this to me? #41195,anger
I'm so thrilled about the news. #594926,joy
This is so gross I can't handle it. #819756,disgust
I'm disgusted by what I saw. #151259,disgust
I miss the good times we had. #197786,sadness
I can't believe this happened! #691521,anger
This is the best day of my life. #143766,joy
I can't sleep because of the fear. #737076,fear
Nothing seems to matter anymore. #900461,sadness
"Unbelievable, but true! #213335",surprise
That totally caught me off guard. #614009,surprise
How could they do this to me? #580971,anger
Nothing seems to matter anymore. #465303,sadness
This is so gross I can't handle it. #599180,disgust
"Unbelievable, but true! #501771",surprise
I'm so furious about the situation. #591397,anger
This makes my blood boil. #694821,anger
I’m shocked and amazed! #695669,surprise
This is absolutely infuriating! #510340,anger
This gives me chills down my spine. #114032,fear
What a pleasant surprise! #470811,surprise
Life is beautiful and I'm enjoying every moment. #786810,joy
My heart aches with sorrow. #163573,sadness
I’m shocked and amazed! #977476,surprise
This makes my blood boil. #786371,anger
I'm so thrilled about the news. #46999,joy
What a pleasant surprise! #530884,surprise
I'm terrified of what might happen. #43429,fear
"Unbelievable, but true! #371460",surprise
I'm terrified of what might happen. #745308,fear
I can't believe this happened! #373787,anger
I'm so scared right now. #680405,fear
Nothing seems to matter anymore. #204598,sadness
I can't believe this happened! #245726,anger
I’m shocked and amazed! #473263,surprise
I'm so thrilled about the news. #990285,joy
I’m shocked and amazed! #755704,surprise
It's incredibly disturbing. #610297,disgust
What a pleasant surprise! #161755,surprise
This gives me chills down my spine. #179232,fear
This makes my blood boil. #24207,anger
I'm terrified of what might happen. #926270,fear
Tears keep falling from my eyes. #428843,sadness
Life is beautiful and I'm enjoying every moment. #925462,joy
I’m shocked and amazed! #998304,surprise
I'm so scared right now. #559724,fear
That totally caught me off guard. #511576,surprise
I'm bursting with happiness! #736348,joy
I'm so scared right now. #124046,fear
I miss the good times we had. #674109,sadness
I'm so scared right now. #141796,fear
I did not see that coming! #735324,surprise
Life is beautiful and I'm enjoying every moment. #685372,joy
Life is beautiful and I'm enjoying every moment. #889755,joy
I'm so thrilled about the news. #87562,joy
This is so gross I can't handle it. #554423,disgust
This is so gross I can't handle it. #293997,disgust
Nothing seems to matter anymore. #720886,sadness
I feel sick just thinking about it. #608008,disgust
My heart aches with sorrow. #876739,sadness
This is the best day of my life. #231576,joy
That was utterly revolting. #607997,disgust
My heart aches with sorrow. #630174,sadness
What a pleasant surprise! #236504,surprise
I'm bursting with happiness! #918994,joy
Nothing seems to matter anymore. #827018,sadness
I'm disgusted by what I saw. #740528,disgust
"Unbelievable, but true! #584424",surprise
Tears keep falling from my eyes. #71050,sadness
I’m shocked and amazed! #250660,surprise
Every little sound makes me jump. #629163,fear
I feel empty inside. #184739,sadness
What a pleasant surprise! #604160,surprise
I did not see that coming! #561773,surprise
This is so gross I can't handle it. #518245,disgust
I'm bursting with happiness! #996406,joy
That was utterly revolting. #713346,disgust
This makes my blood boil. #445650,anger
I can't stop smiling. #338824,joy
How could they do this to me? #858566,anger
Every little sound makes me jump. #391748,fear
I'm terrified of what might happen. #634566,fear
This gives me chills down my spine. #170867,fear
I can't sleep because of the fear. #958856,fear
Every little sound makes me jump. #346820,fear
Nothing seems to matter anymore. #731467,sadness
Every little sound makes me jump. #884317,fear
Every little sound makes me jump. #671422,fear
How could they do this to me? #256696,anger
I did not see that coming! #289760,surprise
I did not see that coming! #738765,surprise
This gives me chills down my spine. #374318,fear
I miss the good times we had. #846453,sadness
That totally caught me off guard. #658657,surprise
I'm disgusted by what I saw. #788047,disgust
I feel empty inside. #28440,sadness
I did not see that coming! #584453,surprise
My heart aches with sorrow. #761856,sadness
That was utterly revolting. #746228,disgust
Every little sound makes me jump. #560721,fear
How could they do this to me? #720991,anger
I can't believe this happened! #758815,anger
I'm so thrilled about the news. #331098,joy
I'm bursting with happiness! #974497,joy
I did not see that coming! #160957,surprise
This is absolutely infuriating! #367846,anger
What a pleasant surprise! #212556,surprise
I’m shocked and amazed! #492111,surprise
My heart aches with sorrow. #20848,sadness
I'm so scared right now. #241963,fear
This is so gross I can't handle it. #673330,disgust
My heart aches with sorrow. #470197,sadness
I can't stop smiling. #984116,joy
I miss the good times we had. #173250,sadness
That was utterly revolting. #923117,disgust
I feel empty inside. #296546,sadness
I did not see that coming! #936201,surprise
This is absolutely infuriating! #300010,anger
This makes my blood boil. #387329,anger
This is absolutely infuriating! #974529,anger
I’m shocked and amazed! #122412,surprise
I’m shocked and amazed! #983356,surprise
This is so gross I can't handle it. #840522,disgust
This makes my blood boil. #816437,anger
Tears keep falling from my eyes. #238891,sadness
I'm disgusted by what I saw. #511107,disgust
My heart aches with sorrow. #305236,sadness
"Unbelievable, but true! #431027",surprise
I feel sick just thinking about it. #954910,disgust
"Unbelievable, but true! #470645",surprise
"Unbelievable, but true! #159094",surprise
What a pleasant surprise! #668799,surprise
I feel empty inside. #311733,sadness
I'm terrified of what might happen. #278353,fear
I'm so scared right now. #88851,fear
"Unbelievable, but true! #754276",surprise
I can't sleep because of the fear. #883580,fear
This is absolutely infuriating! #19603,anger
I did not see that coming! #534021,surprise
I can't sleep because of the fear. #364223,fear
"Unbelievable, but true! #77415",surprise
I'm terrified of what might happen. #20868,fear
I feel sick just thinking about it. #133779,disgust
